course_id,canonical_course_id,title,platform,category,level,skills,course_text
858,810,Marketing and Manipulation: The Neuroscience of Shopping,Udemy,Personal Development,Not specified,Influence Marketing Strategy,Title: Marketing and Manipulation: The Neuroscience of Shopping | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Gregory Caremans - Brain Academy | Learning Product: Course | Skills: Influence Marketing Strategy
859,811,Sell Stock Footage & Photography from ZERO to PASSIVE INCOME,Udemy,Photography & Video,Not specified,Commercial Photography Photography Business,Title: Sell Stock Footage & Photography from ZERO to PASSIVE INCOME | Platform: Udemy | Category: Photography & Video | Level: Not specified | Instructor: Gui Siebert Make Money Online with Stock Photography & Stock Footage | Learning Product: Course | Skills: Commercial Photography Photography Business
860,812,Ableton 11 - How To Make A Drum & Bass Track,Udemy,Music,Not specified,Music Production Ableton Live,Title: Ableton 11 - How To Make A Drum & Bass Track | Platform: Udemy | Category: Music | Level: Not specified | Instructor: Omar Meho | Learning Product: Course | Skills: Music Production Ableton Live
861,813,Blogging Masterclass: How To Build A Successful Blog In 2021,Udemy,Business,Not specified,Entrepreneurship Blogging,Title: Blogging Masterclass: How To Build A Successful Blog In 2021 | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Brad Merrill | Learning Product: Course | Skills: Entrepreneurship Blogging
862,814,"Presentation Skills: Give More Powerful, Memorable Talks",Udemy,Business,Not specified,Communication Presentation Skills,"Title: Presentation Skills: Give More Powerful, Memorable Talks | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Joseph Liu | Learning Product: Course | Skills: Communication Presentation Skills"
863,815,Harmony and Chord Progressions,Udemy,Music,Not specified,Music Fundamentals Music Instruction,Title: Harmony and Chord Progressions | Platform: Udemy | Category: Music | Level: Not specified | Instructor: Francois Rengère | Learning Product: Course | Skills: Music Fundamentals Music Instruction
864,816,Intro to Landscape Photography,Udemy,Photography & Video,Not specified,Digital Photography Landscape Photography,Title: Intro to Landscape Photography | Platform: Udemy | Category: Photography & Video | Level: Not specified | Instructor: Gus Cantavero | Learning Product: Course | Skills: Digital Photography Landscape Photography
865,817,The no BS 2 Hour UI Design Course,Udemy,Design,Not specified,Design Tools User Interface,Title: The no BS 2 Hour UI Design Course | Platform: Udemy | Category: Design | Level: Not specified | Instructor: Messod Michael Abehsera | Learning Product: Course | Skills: Design Tools User Interface
866,818,Practice and Perfect your French - Intermediate Level (HD),Udemy,Teaching & Academics,Not specified,Language Learning French Language,Title: Practice and Perfect your French - Intermediate Level (HD) | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Anne Le Grand | Learning Product: Course | Skills: Language Learning French Language
867,819,Mathematical predictions of General Relativity,Udemy,Teaching & Academics,Not specified,Math Unknown,Title: Mathematical predictions of General Relativity | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Emanuele Pesaresi | Learning Product: Course | Skills: Math Unknown
868,820,WordPress Automation Secrets,Udemy,Marketing,Not specified,Digital Marketing WordPress,Title: WordPress Automation Secrets | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Digiliber Academy | Learning Product: Course | Skills: Digital Marketing WordPress
869,821,ISO 45001:2018 OH&S Internal Auditor Course,Udemy,Personal Development,Not specified,Career Development ISO 45001,Title: ISO 45001:2018 OH&S Internal Auditor Course | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Ali Allami | Learning Product: Course | Skills: Career Development ISO 45001
870,822,Get Things Done: How To Organize Your Life And Take Action,Udemy,Personal Development,Not specified,Personal Productivity Organization,Title: Get Things Done: How To Organize Your Life And Take Action | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Derek Franklin | Learning Product: Course | Skills: Personal Productivity Organization
871,823,"Oracle 11g | 18c : Database Administration,Data Analysis",Udemy,Development,Not specified,Database Design & Development Oracle Database,"Title: Oracle 11g | 18c : Database Administration,Data Analysis | Platform: Udemy | Category: Development | Level: Not specified | Instructor: Bluelime Learning Solutions | Learning Product: Course | Skills: Database Design & Development Oracle Database"
872,824,c++ programming language للمبتدئين بالعربي بشكل مفصل,Udemy,IT & Software,Not specified,Other IT & Software C++,Title: c++ programming language للمبتدئين بالعربي بشكل مفصل | Platform: Udemy | Category: IT & Software | Level: Not specified | Instructor: Feras Alkurdi | Learning Product: Course | Skills: Other IT & Software C++
873,825,Mindfulness for Children Diploma - Focus & Freedom for Kids!,Udemy,Personal Development,Not specified,Parenting & Relationships Mindfulness,Title: Mindfulness for Children Diploma - Focus & Freedom for Kids! | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Dr Karen E Wells | Learning Product: Course | Skills: Parenting & Relationships Mindfulness
874,826,Marketing For Small Businesses Crash Course.,Udemy,Marketing,Not specified,Marketing Fundamentals Marketing Strategy,Title: Marketing For Small Businesses Crash Course. | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Nour Boustani | Learning Product: Course | Skills: Marketing Fundamentals Marketing Strategy
875,827,2021 Complete Marketing Masterclass #4 | SEO,Udemy,Marketing,Not specified,Marketing Fundamentals Marketing Strategy,"Title: 2021 Complete Marketing Masterclass #4 | SEO | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Brian Bozarth, M.A. Marketing | Learning Product: Course | Skills: Marketing Fundamentals Marketing Strategy"
876,828,Learn Java Unit Testing with Junit & Mockito in 30 Steps,Udemy,IT & Software,Not specified,Other IT & Software Mockito,Title: Learn Java Unit Testing with Junit & Mockito in 30 Steps | Platform: Udemy | Category: IT & Software | Level: Not specified | Instructor: in28Minutes Official | Learning Product: Course | Skills: Other IT & Software Mockito
877,829,Introduction to Spencerian Handwriting,Udemy,Personal Development,Not specified,Creativity Handwriting,Title: Introduction to Spencerian Handwriting | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Doris Fullgrabe | Learning Product: Course | Skills: Creativity Handwriting
878,830,Planning For PR Success,Udemy,Marketing,Not specified,Public Relations Unknown,Title: Planning For PR Success | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Lisa Newton | Learning Product: Course | Skills: Public Relations Unknown
879,831,10 Proven Ways to Earn More on Fiverr,Udemy,Business,Not specified,Media Fiverr,Title: 10 Proven Ways to Earn More on Fiverr | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Dane Scott | Learning Product: Course | Skills: Media Fiverr
880,832,LinkedIn Growth Hacking & Personal Branding Masterclass,Udemy,Marketing,Not specified,Branding LinkedIn,Title: LinkedIn Growth Hacking & Personal Branding Masterclass | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Harsh Jhunjhunuwala | Learning Product: Course | Skills: Branding LinkedIn
881,833,iMovie - Video editing for beginners on Mac OS.,Udemy,Office Productivity,Not specified,Apple iMovie,Title: iMovie - Video editing for beginners on Mac OS. | Platform: Udemy | Category: Office Productivity | Level: Not specified | Instructor: Colin Marks | Learning Product: Course | Skills: Apple iMovie
882,834,Xero Online Bookkeeping and Accounting cloud software,Udemy,Finance & Accounting,Not specified,Accounting & Bookkeeping Xero,Title: Xero Online Bookkeeping and Accounting cloud software | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: Maria S. | Learning Product: Course | Skills: Accounting & Bookkeeping Xero
883,835,Upgrade from ISO 9001:2015 to AS9100D,Udemy,Business,Not specified,Operations ISO 9001,Title: Upgrade from ISO 9001:2015 to AS9100D | Platform: Udemy | Category: Business | Level: Not specified | Instructor: K360 Solutions LLC | Learning Product: Course | Skills: Operations ISO 9001
884,836,Beat The Binge Eating in 5 Days - Love Your Body's MAGIC!,Udemy,Health & Fitness,Not specified,Dieting Weight Loss,Title: Beat The Binge Eating in 5 Days - Love Your Body's MAGIC! | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Julie Dore | Learning Product: Course | Skills: Dieting Weight Loss
885,837,Master Google Sheets (and see why it's better than Excel),Udemy,Office Productivity,Not specified,Google Excel,Title: Master Google Sheets (and see why it's better than Excel) | Platform: Udemy | Category: Office Productivity | Level: Not specified | Instructor: Justin Mares | Learning Product: Course | Skills: Google Excel
886,838,Guitar Fundamentals Starting From Zero,Udemy,Music,Not specified,Instruments Acoustic Guitar,Title: Guitar Fundamentals Starting From Zero | Platform: Udemy | Category: Music | Level: Not specified | Instructor: Juan Pelaez | Learning Product: Course | Skills: Instruments Acoustic Guitar
887,839,Learn Music Production at Home from Scratch: Stage IV,Udemy,Music,Not specified,Music Production Unknown,Title: Learn Music Production at Home from Scratch: Stage IV | Platform: Udemy | Category: Music | Level: Not specified | Instructor: Sebastian Schneider | Learning Product: Course | Skills: Music Production Unknown
888,840,Day Trading and Swing Trading Strategies For Stocks,Udemy,Finance & Accounting,Not specified,Investing & Trading Day Trading,Title: Day Trading and Swing Trading Strategies For Stocks | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: Mohsen Hassan | Learning Product: Course | Skills: Investing & Trading Day Trading
889,841,ISTQB Foundation Level 6 Practice set with Explanation -2021,Udemy,Business,Not specified,Media ISTQB Certified Tester Foundation Level (CTFL),Title: ISTQB Foundation Level 6 Practice set with Explanation -2021 | Platform: Udemy | Category: Business | Level: Not specified | Instructor: After School | Learning Product: Course | Skills: Media ISTQB Certified Tester Foundation Level (CTFL)
890,842,Wine in 9: The Complete Wine Tasting Course,Udemy,Lifestyle,Not specified,Food & Beverage Wine Appreciation and Oenology,Title: Wine in 9: The Complete Wine Tasting Course | Platform: Udemy | Category: Lifestyle | Level: Not specified | Instructor: Tom Savage | Learning Product: Course | Skills: Food & Beverage Wine Appreciation and Oenology
891,843,Analog Engineering Interview Preparation (Analog CMOS IC),Udemy,IT & Software,Not specified,Hardware Electrical Engineering,"Title: Analog Engineering Interview Preparation (Analog CMOS IC) | Platform: Udemy | Category: IT & Software | Level: Not specified | Instructor: Rahsoft RF Certificate - Orange County, California | Learning Product: Course | Skills: Hardware Electrical Engineering"
892,844,Instagram: Use Canva for High Converting Social Media Design,Udemy,Design,Not specified,Design Tools Canva,"Title: Instagram: Use Canva for High Converting Social Media Design | Platform: Udemy | Category: Design | Level: Not specified | Instructor: Anike , Zebra Soul Art | Learning Product: Course | Skills: Design Tools Canva"
893,845,Kick Start Your Digital Strategy and Transformation Program,Udemy,Business,Not specified,Business Strategy Digital Strategy,Title: Kick Start Your Digital Strategy and Transformation Program | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Mike Connor | Learning Product: Course | Skills: Business Strategy Digital Strategy
894,846,English Grammar Pro | Beginner to Advanced (A1-C1) Grammar,Udemy,Teaching & Academics,Not specified,Language Learning English Grammar,Title: English Grammar Pro | Beginner to Advanced (A1-C1) Grammar | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: For Your English | Learning Product: Course | Skills: Language Learning English Grammar
895,847,Oracle WebLogic 12c Administration & Application Deployment,Udemy,Office Productivity,Not specified,Oracle Weblogic,Title: Oracle WebLogic 12c Administration & Application Deployment | Platform: Udemy | Category: Office Productivity | Level: Not specified | Instructor: Uplatz Training | Learning Product: Course | Skills: Oracle Weblogic
896,848,Certification in Iron Butterfly Options Trading Strategy,Udemy,Finance & Accounting,Not specified,Finance Cert & Exam Prep Options Trading,Title: Certification in Iron Butterfly Options Trading Strategy | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: Saad T. Hameed (STH) | Learning Product: Course | Skills: Finance Cert & Exam Prep Options Trading
897,849,Arts Therapy - Arts Therapy For Self Healing (Part One),Udemy,Personal Development,Not specified,Creativity Art Therapy,Title: Arts Therapy - Arts Therapy For Self Healing (Part One) | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Riana van Staden | Learning Product: Course | Skills: Creativity Art Therapy
898,850,Raw Food Diet for Health and Longevity,Udemy,Health & Fitness,Not specified,Dieting Unknown,Title: Raw Food Diet for Health and Longevity | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Dina Jumabayeva | Learning Product: Course | Skills: Dieting Unknown
899,851,Shaken Baby Syndrome - Head it Off!,Udemy,Teaching & Academics,Not specified,Teacher Training Early Childhood Education,Title: Shaken Baby Syndrome - Head it Off! | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Sharon Sarles | Learning Product: Course | Skills: Teacher Training Early Childhood Education
900,852,Marginal Costing & Break Even Point (BEP),Udemy,Finance & Accounting,Not specified,Financial Modeling & Analysis Product Costing,Title: Marginal Costing & Break Even Point (BEP) | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: Dr.Himanshu Saxena | Learning Product: Course | Skills: Financial Modeling & Analysis Product Costing
901,853,70min stretches and flexibility tabata workout for seniors.,Udemy,Health & Fitness,Not specified,Sports Stretching Exercise,Title: 70min stretches and flexibility tabata workout for seniors. | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Lisa Andreeva | Learning Product: Course | Skills: Sports Stretching Exercise
902,854,Excel Crash Course: Master Excel for Financial Analysis,Udemy,Finance & Accounting,Not specified,Financial Modeling & Analysis Excel,Title: Excel Crash Course: Master Excel for Financial Analysis | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: Tim Vipond | Learning Product: Course | Skills: Financial Modeling & Analysis Excel
903,855,Eskrima Master Taster Course - Filipino Martial Arts,Udemy,Health & Fitness,Not specified,Sports Martial Arts,Title: Eskrima Master Taster Course - Filipino Martial Arts | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Eskrima Master | Learning Product: Course | Skills: Sports Martial Arts
904,856,Hypnosis: Advanced Hypnosis Seminar 5,Udemy,Lifestyle,Not specified,Esoteric Practices Hypnosis,Title: Hypnosis: Advanced Hypnosis Seminar 5 | Platform: Udemy | Category: Lifestyle | Level: Not specified | Instructor: Scott Jansen | Learning Product: Course | Skills: Esoteric Practices Hypnosis
905,857,Google Analytics Masterclass to Make Right Business Decision,Udemy,Marketing,Not specified,Marketing Analytics & Automation Google Analytics,Title: Google Analytics Masterclass to Make Right Business Decision | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Apurv Singh | Learning Product: Course | Skills: Marketing Analytics & Automation Google Analytics
906,858,Fundamentals of Analyzing Real Estate Investments,Udemy,Business,Not specified,Real Estate Real Estate Investing,Title: Fundamentals of Analyzing Real Estate Investments | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Symon He | Learning Product: Course | Skills: Real Estate Real Estate Investing
907,859,Space Render 2.0: Transform your podcast into videos in 2021,Udemy,Marketing,Not specified,Other Marketing Podcasting,Title: Space Render 2.0: Transform your podcast into videos in 2021 | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Srinidhi Ranganathan | Learning Product: Course | Skills: Other Marketing Podcasting
908,860,Intermediate Financial Accounting,Udemy,Finance & Accounting,Not specified,Accounting & Bookkeeping Financial Accounting,"Title: Intermediate Financial Accounting | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: Md Ilias Rubel ACCA, MBA | Learning Product: Course | Skills: Accounting & Bookkeeping Financial Accounting"
909,861,Business Analyst: Project Management Techniques and Tools,Udemy,Business,Not specified,Business Analytics & Intelligence Business Analysis,Title: Business Analyst: Project Management Techniques and Tools | Platform: Udemy | Category: Business | Level: Not specified | Instructor: The BA Guide | Jeremy Aschenbrenner | Learning Product: Course | Skills: Business Analytics & Intelligence Business Analysis
910,862,How to Hear God's Voice and Be Led by the Holy Spirit!,Udemy,Personal Development,Not specified,Religion & Spirituality Christianity,Title: How to Hear God's Voice and Be Led by the Holy Spirit! | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Dr. Stuart Pattico | Learning Product: Course | Skills: Religion & Spirituality Christianity
911,863,How to Become a Memory Master with Idriz Zogaj,Udemy,Personal Development,Not specified,Memory & Study Skills Memory,Title: How to Become a Memory Master with Idriz Zogaj | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Idriz Zogaj | Learning Product: Course | Skills: Memory & Study Skills Memory
912,864,Deep Learning Foundation : Linear Regression and Statistics,Udemy,Development,Not specified,Data Science Regression Analysis,Title: Deep Learning Foundation : Linear Regression and Statistics | Platform: Udemy | Category: Development | Level: Not specified | Instructor: Jay Bhatt | Learning Product: Course | Skills: Data Science Regression Analysis
913,865,An Introduction to Tax Deductible Crowdfunding,Udemy,Business,Not specified,Entrepreneurship Crowdfunding,Title: An Introduction to Tax Deductible Crowdfunding | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Dillon Nicholson | Learning Product: Course | Skills: Entrepreneurship Crowdfunding
914,866,Pruning Trees and Shrubs - Everything you need to know,Udemy,Lifestyle,Not specified,Home Improvement Unknown,Title: Pruning Trees and Shrubs - Everything you need to know | Platform: Udemy | Category: Lifestyle | Level: Not specified | Instructor: Robert Pavlis | Learning Product: Course | Skills: Home Improvement Unknown
915,867,Get Hired as a Mortgage Loan Processor,Udemy,Business,Not specified,Real Estate Mortgage,Title: Get Hired as a Mortgage Loan Processor | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Joe Correa | Learning Product: Course | Skills: Real Estate Mortgage
916,868,Fun PowerPoint Course - Intermediate Level - Microsoft 365,Udemy,Office Productivity,Not specified,Microsoft PowerPoint,Title: Fun PowerPoint Course - Intermediate Level - Microsoft 365 | Platform: Udemy | Category: Office Productivity | Level: Not specified | Instructor: Anna Masi | Learning Product: Course | Skills: Microsoft PowerPoint
917,869,Business Development Fundamentals,Udemy,Business,All Levels,"Business Development, Corporate Relationships, Market Research, Customer Analysis","Title: Business Development Fundamentals | Platform: Udemy | Category: Business | Level: All Levels | Instructor: Salil Dhawan | Learning Product: Course | Skills: Business Development, Corporate Relationships, Market Research, Customer Analysis"
918,870,Your complete guide to a successful career in Oil & Gas,Udemy,Business,Not specified,Industry Oil and Gas Industry,Title: Your complete guide to a successful career in Oil & Gas | Platform: Udemy | Category: Business | Level: Not specified | Instructor: WR Training | Learning Product: Course | Skills: Industry Oil and Gas Industry
919,871,5-day-breathwork-challenge,Udemy,Health & Fitness,Not specified,Mental Health Breathing Techniques,Title: 5-day-breathwork-challenge | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Andy Grosskopf | Learning Product: Course | Skills: Mental Health Breathing Techniques
920,872,The Proven System for Creative Problem Solving,Udemy,Business,Not specified,Management Problem Solving,Title: The Proven System for Creative Problem Solving | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Dr. Matthew Checkley | Learning Product: Course | Skills: Management Problem Solving
921,873,Become a Virtual Assistant,Udemy,Business,Not specified,Entrepreneurship Virtual Assistant,Title: Become a Virtual Assistant | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Megan Walker | Learning Product: Course | Skills: Entrepreneurship Virtual Assistant
922,874,Cat Behavior Rectification & Cat Health Care: 2 courses in 1,Udemy,Lifestyle,Not specified,Pet Care & Training Cat Behavior,Title: Cat Behavior Rectification & Cat Health Care: 2 courses in 1 | Platform: Udemy | Category: Lifestyle | Level: Not specified | Instructor: Aman Gupta | Learning Product: Course | Skills: Pet Care & Training Cat Behavior
923,875,Paint an Underpainting:Guide for Beginners in acrylics/oils,Udemy,Design,Not specified,Other Design Painting,Title: Paint an Underpainting:Guide for Beginners in acrylics/oils | Platform: Udemy | Category: Design | Level: Not specified | Instructor: Maibis Navarro | Learning Product: Course | Skills: Other Design Painting
924,876,Rhetoric of Story : Learn the 7 foundations of storytelling.,Udemy,Personal Development,Not specified,Creativity Writing,Title: Rhetoric of Story : Learn the 7 foundations of storytelling. | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Damien Walter | Learning Product: Course | Skills: Creativity Writing
925,877,Preparing for the System Design Interview,Udemy,IT & Software,Not specified,Other IT & Software System Design Interview,Title: Preparing for the System Design Interview | Platform: Udemy | Category: IT & Software | Level: Not specified | Instructor: Programming Made Easy | Learning Product: Course | Skills: Other IT & Software System Design Interview
926,878,Learn How Create And Make Jewelry: The Basics In Design,Udemy,Design,Not specified,Fashion Design Jewelry Making,Title: Learn How Create And Make Jewelry: The Basics In Design | Platform: Udemy | Category: Design | Level: Not specified | Instructor: Vicky Wittmann-Lamb | Learning Product: Course | Skills: Fashion Design Jewelry Making
927,879,The Shopify Sales Funnel via ClickFunnels,Udemy,Business,Not specified,E-Commerce Sales Funnel,Title: The Shopify Sales Funnel via ClickFunnels | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Nathan Williams | Learning Product: Course | Skills: E-Commerce Sales Funnel
928,880,NLP - Advanced - Personal Growth Mastery,Udemy,Personal Development,Not specified,Influence Neuro-Linguistic Programming,Title: NLP - Advanced - Personal Growth Mastery | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Lokesh Kumar Lakhotia - NetEdu Academy | Learning Product: Course | Skills: Influence Neuro-Linguistic Programming
929,881,Google Associate Cloud Engineer (GCP) Test Sets,Udemy,IT & Software,Not specified,Network & Security Google Cloud Associate Cloud Engineer,Title: Google Associate Cloud Engineer (GCP) Test Sets | Platform: Udemy | Category: IT & Software | Level: Not specified | Instructor: Md Rahaman | Learning Product: Course | Skills: Network & Security Google Cloud Associate Cloud Engineer
930,882,Safari Academy 101 for Kids - Animals of South Africa (2021),Udemy,Teaching & Academics,Not specified,Social Science Geography,Title: Safari Academy 101 for Kids - Animals of South Africa (2021) | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Vincent Coetzee | Learning Product: Course | Skills: Social Science Geography
931,883,Complete Legal English for Students and Legal Professionals,Udemy,Business,Not specified,Business Law Unknown,Title: Complete Legal English for Students and Legal Professionals | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Ralph Dzegniuk | Learning Product: Course | Skills: Business Law Unknown
932,884,Airbnb Automations : Get rid of repetitive tasks!,Udemy,Business,Not specified,Real Estate Airbnb Hosting,Title: Airbnb Automations : Get rid of repetitive tasks! | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Pavel N. | Business | Innovation | Video | Learning Product: Course | Skills: Real Estate Airbnb Hosting
933,885,ETL Testing: From Beginner to Expert,Udemy,Development,Not specified,Database Design & Development ETL,Title: ETL Testing: From Beginner to Expert | Platform: Udemy | Category: Development | Level: Not specified | Instructor: Sid Inf | Learning Product: Course | Skills: Database Design & Development ETL
934,886,Practical Counterpoint Music Theory,Udemy,Music,Not specified,Music Fundamentals Music Theory,Title: Practical Counterpoint Music Theory | Platform: Udemy | Category: Music | Level: Not specified | Instructor: Victoria Williams LmusTCL BA(Mus) | Learning Product: Course | Skills: Music Fundamentals Music Theory
935,887,Creating Baby Yoda_Part 2_Texturing Rending,Udemy,Design,Not specified,3D & Animation Maya,Title: Creating Baby Yoda_Part 2_Texturing Rending | Platform: Udemy | Category: Design | Level: Not specified | Instructor: Leou von | Learning Product: Course | Skills: 3D & Animation Maya
936,888,Build a Professional Wordpress Website on Shoestring Budget,Udemy,Marketing,Not specified,Digital Marketing Web Development,Title: Build a Professional Wordpress Website on Shoestring Budget | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Ryan York | Learning Product: Course | Skills: Digital Marketing Web Development
937,889,What is Online and/or Digital Marketing,Udemy,Marketing,Not specified,Digital Marketing Internet Marketing,Title: What is Online and/or Digital Marketing | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Olivier Mamet | Learning Product: Course | Skills: Digital Marketing Internet Marketing
938,890,Managing Statistical Process Control using Excel Tools,Udemy,Business,Not specified,Operations Statistics,Title: Managing Statistical Process Control using Excel Tools | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Adam Aizad Ahmad | Learning Product: Course | Skills: Operations Statistics
939,891,From Zero to NVivo 11 - Qualitative data analysis with NVivo,Udemy,Teaching & Academics,Not specified,Social Science NVivo,Title: From Zero to NVivo 11 - Qualitative data analysis with NVivo | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Dr Jaroslaw Kriukow | Learning Product: Course | Skills: Social Science NVivo
940,892,Electrical Engineering Simulations with Etap,Udemy,Teaching & Academics,Not specified,Engineering ETAP,Title: Electrical Engineering Simulations with Etap | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Hossein Tootoonchy | Learning Product: Course | Skills: Engineering ETAP
941,893,Patwah Lessons With Nina,Udemy,Teaching & Academics,Not specified,Language Learning Learning a Foreign Language,Title: Patwah Lessons With Nina | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Karlene Levy | Learning Product: Course | Skills: Language Learning Learning a Foreign Language
942,894,Harness the Power of Habits,Udemy,Health & Fitness,Not specified,General Health Goal Achievement,Title: Harness the Power of Habits | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Kristie Taulman | Learning Product: Course | Skills: General Health Goal Achievement
943,895,Singing: Musical Theatre Vocal Skills,Udemy,Music,Not specified,Vocal Singing,Title: Singing: Musical Theatre Vocal Skills | Platform: Udemy | Category: Music | Level: Not specified | Instructor: Eve Williams MMus | Learning Product: Course | Skills: Vocal Singing
944,896,VIDEO MARKETING MASTERY,Udemy,Marketing,Not specified,Video & Mobile Marketing Video Marketing,Title: VIDEO MARKETING MASTERY | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Bhawandeep Sharma | Learning Product: Course | Skills: Video & Mobile Marketing Video Marketing
945,897,AirBnb : AirBnb Hacks for Maximizing Profits for Your Pad,Udemy,Lifestyle,Not specified,Travel Airbnb Hosting,Title: AirBnb : AirBnb Hacks for Maximizing Profits for Your Pad | Platform: Udemy | Category: Lifestyle | Level: Not specified | Instructor: Brian Cliette | Learning Product: Course | Skills: Travel Airbnb Hosting
946,898,Discrete Math: Set theory,Udemy,Teaching & Academics,Not specified,Math Discrete Math,Title: Discrete Math: Set theory | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Dilan Gohil | Learning Product: Course | Skills: Math Discrete Math
947,899,Meditation Teacher Certification for a New Career or Hobby,Udemy,Health & Fitness,Not specified,Meditation Unknown,Title: Meditation Teacher Certification for a New Career or Hobby | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Debra Wilder | Learning Product: Course | Skills: Meditation Unknown
948,900,"High-Level Synthesis for FPGA, Part 2 - Sequential Circuits",Udemy,IT & Software,Not specified,Hardware FPGA,"Title: High-Level Synthesis for FPGA, Part 2 - Sequential Circuits | Platform: Udemy | Category: IT & Software | Level: Not specified | Instructor: Mohammad Hosseinbady | Learning Product: Course | Skills: Hardware FPGA"
949,901,How To Speak Confidently On Camera For Beginners,Udemy,Business,Not specified,Communication Presentation Skills,Title: How To Speak Confidently On Camera For Beginners | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Health and Wellbeing TV Business | Learning Product: Course | Skills: Communication Presentation Skills
950,902,Chess: From Beginner to Advanced at Warp Speed,Udemy,Lifestyle,Not specified,Gaming Chess,Title: Chess: From Beginner to Advanced at Warp Speed | Platform: Udemy | Category: Lifestyle | Level: Not specified | Instructor: Greg Vanderford | Learning Product: Course | Skills: Gaming Chess
951,903,How Successful Coaches Grow,Udemy,Personal Development,Not specified,Influence Growth Mindset,Title: How Successful Coaches Grow | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: LeRon Barnes | Learning Product: Course | Skills: Influence Growth Mindset
952,904,Anti-Ageing with a Scientist,Udemy,Health & Fitness,Not specified,Nutrition Anti-Aging,Title: Anti-Ageing with a Scientist | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Oksana Mytiai | Learning Product: Course | Skills: Nutrition Anti-Aging
953,905,Getting a 7 in IB Maths Exploration Coursework,Udemy,Teaching & Academics,Not specified,Math Unknown,Title: Getting a 7 in IB Maths Exploration Coursework | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Andrew Chambers | Learning Product: Course | Skills: Math Unknown
