course_id,canonical_course_id,title,platform,category,level,skills,course_text
241,238,"Statistical Thinking for Industrial Problem Solving, presented by JMP",Coursera,Information Technology,Beginner,"Exploratory Data Analysis, Data Compilation, Correlation Analysis, Data Collection, Statistical Inference, Statistical Process Controls, Statistical Methods, Predictive Modeling, Data Analysis, Statistical Hypothesis Testing, Data-Driven Decision-Making, Regression Analysis, Statistical Analysis, Experimentation, Probability & Statistics, Descriptive Statistics, Interactive Data Visualization","Title: Statistical Thinking for Industrial Problem Solving, presented by JMP | Platform: Coursera | Category: Information Technology | Level: Beginner | Instructor: SAS | Learning Product: Course | Skills: Exploratory Data Analysis, Data Compilation, Correlation Analysis, Data Collection, Statistical Inference, Statistical Process Controls, Statistical Methods, Predictive Modeling, Data Analysis, Statistical Hypothesis Testing, Data-Driven Decision-Making, Regression Analysis, Statistical Analysis, Experimentation, Probability & Statistics, Descriptive Statistics, Interactive Data Visualization"
242,239,GenAI for Fraud Detection and Compliance,Coursera,Information Technology,Intermediate,"Generative AI, Regulatory Compliance, Regulatory Requirements, Compliance Management, Governance, Governance Risk Management and Compliance, Risk Management, Financial Regulation, Anomaly Detection, Artificial Intelligence, Threat Detection, Artificial Intelligence and Machine Learning (AI/ML), Predictive Analytics","Title: GenAI for Fraud Detection and Compliance | Platform: Coursera | Category: Information Technology | Level: Intermediate | Instructor: Coursera Instructor Network | Learning Product: Course | Skills: Generative AI, Regulatory Compliance, Regulatory Requirements, Compliance Management, Governance, Governance Risk Management and Compliance, Risk Management, Financial Regulation, Anomaly Detection, Artificial Intelligence, Threat Detection, Artificial Intelligence and Machine Learning (AI/ML), Predictive Analytics"
243,240,Fundamentals of Finance,Coursera,Business,Beginner,"Capital Budgeting, Finance, Return On Investment, Equities, Corporate Finance, Financial Management, Financial Analysis, Business Valuation, Investments, Risk Analysis, Business Mathematics, Cash Flows","Title: Fundamentals of Finance | Platform: Coursera | Category: Business | Level: Beginner | Instructor: University of Pennsylvania | Learning Product: Course | Skills: Capital Budgeting, Finance, Return On Investment, Equities, Corporate Finance, Financial Management, Financial Analysis, Business Valuation, Investments, Risk Analysis, Business Mathematics, Cash Flows"
244,241,UX Design: From Concept to Prototype,Coursera,Computer Science,Beginner,"User Experience, User Experience Design, Prototyping, Wireframing, User Centered Design, Interaction Design, Design Thinking, Design, Usability Testing, Storyboarding, Creativity","Title: UX Design: From Concept to Prototype | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: University of Michigan | Learning Product: Course | Skills: User Experience, User Experience Design, Prototyping, Wireframing, User Centered Design, Interaction Design, Design Thinking, Design, Usability Testing, Storyboarding, Creativity"
245,59,Python Data Products for Predictive Analytics,Coursera,Information Technology,Intermediate,"Supervised Learning, Feature Engineering, Predictive Modeling, Data Processing, Data Manipulation, Predictive Analytics, Interactive Data Visualization, Design Thinking, Web Scraping, Machine Learning Algorithms, Flask (Web Framework), Data Visualization Software, Scikit Learn (Machine Learning Library), Application Deployment, Data Cleansing, Data Validation, Verification And Validation, Django (Web Framework), Statistical Modeling, Web Applications","Title: Python Data Products for Predictive Analytics | Platform: Coursera | Category: Information Technology | Level: Intermediate | Instructor: University of California San Diego | Learning Product: Specialization | Skills: Supervised Learning, Feature Engineering, Predictive Modeling, Data Processing, Data Manipulation, Predictive Analytics, Interactive Data Visualization, Design Thinking, Web Scraping, Machine Learning Algorithms, Flask (Web Framework), Data Visualization Software, Scikit Learn (Machine Learning Library), Application Deployment, Data Cleansing, Data Validation, Verification And Validation, Django (Web Framework), Statistical Modeling, Web Applications"
246,242,"AI-Enhanced Copywriting: SurferSEO, Upword and Anyword",Coursera,Business,Beginner,"Interpersonal Communications, Social Skills, Negotiation, Communication, Assertiveness, Strategic Decision-Making, Emotional Intelligence, Business Communication, Constructive Feedback, Empathy, Active Listening, Conflict Management, Verbal Communication Skills, Cultural Diversity, Relationship Building, Employee Performance Management, Intercultural Competence, Rapport Building, Decision Making, Communication Strategies","Title: AI-Enhanced Copywriting: SurferSEO, Upword and Anyword | Platform: Coursera | Category: Business | Level: Beginner | Instructor: Coursera Instructor Network | Learning Product: Course | Skills: Interpersonal Communications, Social Skills, Negotiation, Communication, Assertiveness, Strategic Decision-Making, Emotional Intelligence, Business Communication, Constructive Feedback, Empathy, Active Listening, Conflict Management, Verbal Communication Skills, Cultural Diversity, Relationship Building, Employee Performance Management, Intercultural Competence, Rapport Building, Decision Making, Communication Strategies"
247,243,Spring - Cloud Overview,Coursera,Computer Science,Intermediate,"Microservices, Spring Boot, Software Architecture, API Gateway, Spring Framework, Service Oriented Architecture, Load Balancing, Cloud Computing, Cloud Services, Software Design Patterns, Restful API","Title: Spring - Cloud Overview | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: LearnQuest | Learning Product: Course | Skills: Microservices, Spring Boot, Software Architecture, API Gateway, Spring Framework, Service Oriented Architecture, Load Balancing, Cloud Computing, Cloud Services, Software Design Patterns, Restful API"
248,244,Doing More with SAS Programming,Coursera,Data Science,Intermediate,"SAS (Software), Data Manipulation, Data Transformation, Data Processing, Data Integration, Statistical Programming, Data Analysis, Data Presentation, Debugging","Title: Doing More with SAS Programming | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: SAS | Learning Product: Course | Skills: SAS (Software), Data Manipulation, Data Transformation, Data Processing, Data Integration, Statistical Programming, Data Analysis, Data Presentation, Debugging"
249,245,Building and Training Neural Networks with PyTorch,Coursera,Computer Science,Intermediate,"PyTorch (Machine Learning Library), Artificial Neural Networks, Image Analysis, Deep Learning, Computer Vision, Classification And Regression Tree (CART), Predictive Modeling, Applied Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Machine Learning, Data Processing, Algorithms","Title: Building and Training Neural Networks with PyTorch | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: Packt | Learning Product: Course | Skills: PyTorch (Machine Learning Library), Artificial Neural Networks, Image Analysis, Deep Learning, Computer Vision, Classification And Regression Tree (CART), Predictive Modeling, Applied Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Machine Learning, Data Processing, Algorithms"
250,246,Introduction to C++ Programming and Unreal,Coursera,Computer Science,Intermediate,"Object Oriented Programming (OOP), C++ (Programming Language), Debugging, Computer Programming, Computer Programming Tools, Integrated Development Environments, Software Documentation, Virtual Environment, Data Storage, Scripting","Title: Introduction to C++ Programming and Unreal | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: University of Colorado System | Learning Product: Course | Skills: Object Oriented Programming (OOP), C++ (Programming Language), Debugging, Computer Programming, Computer Programming Tools, Integrated Development Environments, Software Documentation, Virtual Environment, Data Storage, Scripting"
251,247,Excel/VBA for Creative Problem Solving,Coursera,Computer Science,Beginner,"Excel Macros, Peer Review, Visual Basic (Programming Language), Programming Principles, Data Import/Export, Microsoft Excel, Computer Programming, Project Design, Spreadsheet Software, Simulations, Automation, Algorithms, UI Components, Debugging, Data Management, User Interface (UI), Data Cleansing, Data Validation","Title: Excel/VBA for Creative Problem Solving | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: University of Colorado Boulder | Learning Product: Specialization | Skills: Excel Macros, Peer Review, Visual Basic (Programming Language), Programming Principles, Data Import/Export, Microsoft Excel, Computer Programming, Project Design, Spreadsheet Software, Simulations, Automation, Algorithms, UI Components, Debugging, Data Management, User Interface (UI), Data Cleansing, Data Validation"
252,205,"Applied Plotting, Charting & Data Representation in Python",Coursera,Data Science,Intermediate,"Matplotlib, Plot (Graphics), Data Visualization Software, Interactive Data Visualization, Scientific Visualization, Visualization (Computer Graphics), Statistical Visualization, Graphing, Scatter Plots, Data Manipulation, Histogram, NumPy, Pandas (Python Package)","Title: Applied Plotting, Charting & Data Representation in Python | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: University of Michigan | Learning Product: Course | Skills: Matplotlib, Plot (Graphics), Data Visualization Software, Interactive Data Visualization, Scientific Visualization, Visualization (Computer Graphics), Statistical Visualization, Graphing, Scatter Plots, Data Manipulation, Histogram, NumPy, Pandas (Python Package)"
253,248,Applying Data Analytics in Finance,Coursera,Business,Intermediate,"Competitive Analysis, Value Propositions, Target Market, Product Improvement, Product Management, User Experience, Product Development, Product Strategy, New Product Development, Agile Product Development, Market Analysis, User Feedback, Product Testing, Customer Insights, Needs Assessment","Title: Applying Data Analytics in Finance | Platform: Coursera | Category: Business | Level: Intermediate | Instructor: University of Illinois Urbana-Champaign | Learning Product: Course | Skills: Competitive Analysis, Value Propositions, Target Market, Product Improvement, Product Management, User Experience, Product Development, Product Strategy, New Product Development, Agile Product Development, Market Analysis, User Feedback, Product Testing, Customer Insights, Needs Assessment"
254,249,Organizational Leadership,Coursera,Business,Intermediate,"Influencing, Persuasive Communication, Design Thinking, Data-Driven Decision-Making, Leadership, Strategic Communication, Innovation, Collaboration, Business Leadership, Crisis Management, Negotiation, Organizational Leadership, Ideation, Team Leadership, Resource Allocation, Human Centered Design, Strategic Leadership, Corporate Communications, Marketing Analytics, Data Science","Title: Organizational Leadership | Platform: Coursera | Category: Business | Level: Intermediate | Instructor: Northwestern University | Learning Product: Specialization | Skills: Influencing, Persuasive Communication, Design Thinking, Data-Driven Decision-Making, Leadership, Strategic Communication, Innovation, Collaboration, Business Leadership, Crisis Management, Negotiation, Organizational Leadership, Ideation, Team Leadership, Resource Allocation, Human Centered Design, Strategic Leadership, Corporate Communications, Marketing Analytics, Data Science"
255,32,Data Analysis with Tableau,Coursera,Information Technology,Beginner,"Exploratory Data Analysis, Tableau Software, Statistical Visualization, Data Analysis, Descriptive Statistics, Predictive Analytics, Data Processing, Box Plots, Statistical Analysis, Data Cleansing, Scatter Plots, Data Visualization Software, Trend Analysis, Analytics, Histogram, Data Transformation, Business Analytics, Data Manipulation, Regression Analysis, Correlation Analysis","Title: Data Analysis with Tableau | Platform: Coursera | Category: Information Technology | Level: Beginner | Instructor: Tableau Learning Partner | Learning Product: Course | Skills: Exploratory Data Analysis, Tableau Software, Statistical Visualization, Data Analysis, Descriptive Statistics, Predictive Analytics, Data Processing, Box Plots, Statistical Analysis, Data Cleansing, Scatter Plots, Data Visualization Software, Trend Analysis, Analytics, Histogram, Data Transformation, Business Analytics, Data Manipulation, Regression Analysis, Correlation Analysis"
256,250,Python Data Structures,Coursera,Computer Science,Beginner,"Data Structures, Python Programming, Data Manipulation, Development Environment, File Management, Data Analysis, Computer Programming, Software Installation","Title: Python Data Structures | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: University of Michigan | Learning Product: Course | Skills: Data Structures, Python Programming, Data Manipulation, Development Environment, File Management, Data Analysis, Computer Programming, Software Installation"
257,251,Mastering Software Development in R,Coursera,Data Science,Beginner,"Ggplot2, Software Documentation, Open Source Technology, Tidyverse (R Package), Package and Software Management, Web Scraping, Data Manipulation, Data Visualization Software, Leaflet (Software), R Programming, Data Visualization, Datamaps, Data Cleansing, Interactive Data Visualization, Scatter Plots, Object Oriented Programming (OOP), GitHub, Version Control, Debugging, Functional Design","Title: Mastering Software Development in R | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: Johns Hopkins University | Learning Product: Specialization | Skills: Ggplot2, Software Documentation, Open Source Technology, Tidyverse (R Package), Package and Software Management, Web Scraping, Data Manipulation, Data Visualization Software, Leaflet (Software), R Programming, Data Visualization, Datamaps, Data Cleansing, Interactive Data Visualization, Scatter Plots, Object Oriented Programming (OOP), GitHub, Version Control, Debugging, Functional Design"
258,252,Data Analysis and Presentation Skills: the PwC Approach,Coursera,Business,Beginner,"Analytics, Business Analytics, Data Analysis, Microsoft PowerPoint, Data Presentation, Presentations, Excel Formulas, Data-Driven Decision-Making, Dashboard, Data Storytelling, Business Intelligence, Microsoft Excel, Customer Analysis, Data Visualization, Data Visualization Software, Big Data, Target Market, Data Cleansing, Public Speaking, Spreadsheet Software","Title: Data Analysis and Presentation Skills: the PwC Approach | Platform: Coursera | Category: Business | Level: Beginner | Instructor: PwC | Learning Product: Specialization | Skills: Analytics, Business Analytics, Data Analysis, Microsoft PowerPoint, Data Presentation, Presentations, Excel Formulas, Data-Driven Decision-Making, Dashboard, Data Storytelling, Business Intelligence, Microsoft Excel, Customer Analysis, Data Visualization, Data Visualization Software, Big Data, Target Market, Data Cleansing, Public Speaking, Spreadsheet Software"
259,253,Why Smart Executives Fail: Common Mistakes & Warning Signs,Coursera,Business,Beginner,"Labor Law, Workers Compensation, Labor Relations, Labor Compliance, Employee Retirement Income Security Act, Benefits Administration, Regulation and Legal Compliance","Title: Why Smart Executives Fail: Common Mistakes & Warning Signs | Platform: Coursera | Category: Business | Level: Beginner | Instructor: Dartmouth College | Learning Product: Course | Skills: Labor Law, Workers Compensation, Labor Relations, Labor Compliance, Employee Retirement Income Security Act, Benefits Administration, Regulation and Legal Compliance"
260,254,Advanced Machine Learning Algorithms,Coursera,Data Science,Beginner,"Feature Engineering, Machine Learning Algorithms, Random Forest Algorithm, Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning, Classification And Regression Tree (CART), Supervised Learning, Predictive Modeling, Decision Tree Learning, Performance Tuning, Regression Analysis","Title: Advanced Machine Learning Algorithms | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: Fractal Analytics | Learning Product: Course | Skills: Feature Engineering, Machine Learning Algorithms, Random Forest Algorithm, Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning, Classification And Regression Tree (CART), Supervised Learning, Predictive Modeling, Decision Tree Learning, Performance Tuning, Regression Analysis"
261,83,Accounting Data Analytics,Coursera,Data Science,Intermediate,"Machine Learning Algorithms, Jupyter, Tableau Software, Matplotlib, Data Visualization Software, Unsupervised Learning, Data Visualization, Pandas (Python Package), Scikit Learn (Machine Learning Library), Data Manipulation, Machine Learning, Excel Macros, Text Mining, Applied Machine Learning, Time Series Analysis and Forecasting, Data Processing, Statistical Visualization, Analytics, Accounting and Finance Software, Analytical Skills","Title: Accounting Data Analytics | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: University of Illinois Urbana-Champaign | Learning Product: Specialization | Skills: Machine Learning Algorithms, Jupyter, Tableau Software, Matplotlib, Data Visualization Software, Unsupervised Learning, Data Visualization, Pandas (Python Package), Scikit Learn (Machine Learning Library), Data Manipulation, Machine Learning, Excel Macros, Text Mining, Applied Machine Learning, Time Series Analysis and Forecasting, Data Processing, Statistical Visualization, Analytics, Accounting and Finance Software, Analytical Skills"
262,255,Google Advanced Data Analytics Capstone,Coursera,Information Technology,Advanced,"Regression Analysis, Data Visualization, Statistical Analysis, Advanced Analytics, Data Analysis, Business Analytics, Data Science, Data-Driven Decision-Making, Predictive Modeling, Machine Learning, Interviewing Skills, Portfolio Management","Title: Google Advanced Data Analytics Capstone | Platform: Coursera | Category: Information Technology | Level: Advanced | Instructor: Google | Learning Product: Course | Skills: Regression Analysis, Data Visualization, Statistical Analysis, Advanced Analytics, Data Analysis, Business Analytics, Data Science, Data-Driven Decision-Making, Predictive Modeling, Machine Learning, Interviewing Skills, Portfolio Management"
263,256,Probability and Statistics: To p or not to p?,Coursera,Data Science,Beginner,"Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics","Title: Probability and Statistics: To p or not to p? | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: University of London | Learning Product: Course | Skills: Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics"
264,257,Clinical Data Models and Data Quality Assessments,Coursera,Data Science,Intermediate,"Extract, Transform, Load, Data Modeling, Clinical Data Management, Database Design, Data Warehousing, Data Quality, Data Transformation, Data Integration, Relational Databases, SQL","Title: Clinical Data Models and Data Quality Assessments | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: University of Colorado System | Learning Product: Course | Skills: Extract, Transform, Load, Data Modeling, Clinical Data Management, Database Design, Data Warehousing, Data Quality, Data Transformation, Data Integration, Relational Databases, SQL"
265,258,Plan a Successful Freelancing Business,Coursera,Business,Beginner,"Competitive Analysis, Business Planning, Business Strategy, Market Analysis, Market Opportunities, Value Propositions, Peer Review, Entrepreneurship, Business Research, Personal Integrity, Service Design, Goal Setting","Title: Plan a Successful Freelancing Business | Platform: Coursera | Category: Business | Level: Beginner | Instructor: California Institute of the Arts | Learning Product: Course | Skills: Competitive Analysis, Business Planning, Business Strategy, Market Analysis, Market Opportunities, Value Propositions, Peer Review, Entrepreneurship, Business Research, Personal Integrity, Service Design, Goal Setting"
266,259,Compensation and Benefits,Coursera,Business,Beginner,"Compensation and Benefits, Compensation Management, Job Evaluation, Compensation Strategy, Payroll, Payroll Processing, Benefits Administration, Human Resources, Human Resources Information System (HRIS), Employee Retention, Record Keeping","Title: Compensation and Benefits | Platform: Coursera | Category: Business | Level: Beginner | Instructor: HRCI | Learning Product: Course | Skills: Compensation and Benefits, Compensation Management, Job Evaluation, Compensation Strategy, Payroll, Payroll Processing, Benefits Administration, Human Resources, Human Resources Information System (HRIS), Employee Retention, Record Keeping"
267,260,Leadership in 21st Century Organizations,Coursera,Business,Mixed,"Culture Transformation, Talent Management, Crisis Management, Innovation, Business Leadership, Leadership, Strategic Leadership, Organizational Change, Organizational Strategy, Ethical Standards And Conduct, Communication, Governance, Change Management, Decision Making","Title: Leadership in 21st Century Organizations | Platform: Coursera | Category: Business | Level: Mixed | Instructor: Copenhagen Business School | Learning Product: Course | Skills: Culture Transformation, Talent Management, Crisis Management, Innovation, Business Leadership, Leadership, Strategic Leadership, Organizational Change, Organizational Strategy, Ethical Standards And Conduct, Communication, Governance, Change Management, Decision Making"
268,261,Meta Social Media Marketing,Coursera,Business,Beginner,"Social Media Content, Social Media Marketing, Social Media Management, Social Media, Marketing Analytics, Target Audience, Social Media Strategy, Instagram, Content Creation, Campaign Management, Marketing Effectiveness, Marketing, Performance Analysis, Key Performance Indicators (KPIs), Goal Setting, Advertising, Facebook, Performance Metric, Advertising Campaigns, Presentations","Title: Meta Social Media Marketing | Platform: Coursera | Category: Business | Level: Beginner | Instructor: Meta | Learning Product: Professional Certificate | Skills: Social Media Content, Social Media Marketing, Social Media Management, Social Media, Marketing Analytics, Target Audience, Social Media Strategy, Instagram, Content Creation, Campaign Management, Marketing Effectiveness, Marketing, Performance Analysis, Key Performance Indicators (KPIs), Goal Setting, Advertising, Facebook, Performance Metric, Advertising Campaigns, Presentations"
269,256,Probability and Statistics: To p or not to p?,Coursera,Information Technology,Beginner,"Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics","Title: Probability and Statistics: To p or not to p? | Platform: Coursera | Category: Information Technology | Level: Beginner | Instructor: University of London | Learning Product: Course | Skills: Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics"
270,262,Responsible AI - Principles and Ethical Considerations,Coursera,Data Science,Intermediate,"Data Ethics, Artificial Intelligence, Ethical Standards And Conduct, Information Privacy, Personally Identifiable Information, Data Governance, Data Security, Governance, Data Integrity, Data-Driven Decision-Making, Accountability, Diversity Awareness, Machine Learning, Data Analysis, Algorithms","Title: Responsible AI - Principles and Ethical Considerations | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: Fractal Analytics | Learning Product: Course | Skills: Data Ethics, Artificial Intelligence, Ethical Standards And Conduct, Information Privacy, Personally Identifiable Information, Data Governance, Data Security, Governance, Data Integrity, Data-Driven Decision-Making, Accountability, Diversity Awareness, Machine Learning, Data Analysis, Algorithms"
271,263,Introduction to Predictive Modeling,Coursera,Data Science,Mixed,"Time Series Analysis and Forecasting, Predictive Modeling, Regression Analysis, Microsoft Excel, Forecasting, Pivot Tables And Charts, Data Transformation, Data Cleansing, Statistical Methods, Business Analytics","Title: Introduction to Predictive Modeling | Platform: Coursera | Category: Data Science | Level: Mixed | Instructor: University of Minnesota | Learning Product: Course | Skills: Time Series Analysis and Forecasting, Predictive Modeling, Regression Analysis, Microsoft Excel, Forecasting, Pivot Tables And Charts, Data Transformation, Data Cleansing, Statistical Methods, Business Analytics"
272,264,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,Coursera,Business,Intermediate,"Investment Management, Portfolio Management, Investments, Asset Management, Financial Market, Finance, Risk Management, Financial Regulation, Performance Analysis, Risk Analysis, Microsoft Excel","Title: Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers | Platform: Coursera | Category: Business | Level: Intermediate | Instructor: HEC Paris | Learning Product: Course | Skills: Investment Management, Portfolio Management, Investments, Asset Management, Financial Market, Finance, Risk Management, Financial Regulation, Performance Analysis, Risk Analysis, Microsoft Excel"
273,265,Applied Text Mining in Python,Coursera,Data Science,Intermediate,"Text Mining, Natural Language Processing, Data Processing, Unstructured Data, Feature Engineering, Data Manipulation, Data Cleansing, Python Programming, Unsupervised Learning, Machine Learning Algorithms, Supervised Learning","Title: Applied Text Mining in Python | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: University of Michigan | Learning Product: Course | Skills: Text Mining, Natural Language Processing, Data Processing, Unstructured Data, Feature Engineering, Data Manipulation, Data Cleansing, Python Programming, Unsupervised Learning, Machine Learning Algorithms, Supervised Learning"
274,266,Overview of Data Visualization,Coursera,Data Science,Beginner,"Data Presentation, Data Synthesis, Data Storytelling, Data Visualization Software, Google Sheets, Graphing","Title: Overview of Data Visualization | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: Coursera Project Network | Learning Product: Guided Project | Skills: Data Presentation, Data Synthesis, Data Storytelling, Data Visualization Software, Google Sheets, Graphing"
275,267,Career Success,Coursera,Business,Beginner,"Time Management, Business Writing, Goal Setting, Negotiation, Cash Management, Business Planning, Planning, Project Controls, Feasibility Studies, Delegation Skills, Peer Review, Team Leadership, Business Correspondence, Creative Problem-Solving, Problem Solving, Professional Networking, Financial Analysis, Communication Strategies, Communication, Emotional Intelligence","Title: Career Success | Platform: Coursera | Category: Business | Level: Beginner | Instructor: University of California, Irvine | Learning Product: Specialization | Skills: Time Management, Business Writing, Goal Setting, Negotiation, Cash Management, Business Planning, Planning, Project Controls, Feasibility Studies, Delegation Skills, Peer Review, Team Leadership, Business Correspondence, Creative Problem-Solving, Problem Solving, Professional Networking, Financial Analysis, Communication Strategies, Communication, Emotional Intelligence"
276,268,"Foundations: Data, Data, Everywhere",Coursera,Data Science,Beginner,"Data Ethics, Data Analysis, Analytics, Data-Driven Decision-Making, Google Sheets, Business Analytics, Spreadsheet Software, Analytical Skills, Data Sharing, Data Cleansing, Data Processing, Data Strategy, Data Visualization Software, SQL","Title: Foundations: Data, Data, Everywhere | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: Google | Learning Product: Course | Skills: Data Ethics, Data Analysis, Analytics, Data-Driven Decision-Making, Google Sheets, Business Analytics, Spreadsheet Software, Analytical Skills, Data Sharing, Data Cleansing, Data Processing, Data Strategy, Data Visualization Software, SQL"
277,269,Analyze Data in a Model Car Database with MySQL Workbench,Coursera,Data Science,Intermediate,"MySQL Workbench, Data-Driven Decision-Making, Exploratory Data Analysis, MySQL, Business Analytics, Data Analysis, SQL, Analytical Skills, Database Management, Technical Communication, Relational Databases","Title: Analyze Data in a Model Car Database with MySQL Workbench | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: Coursera Project Network | Learning Product: Guided Project | Skills: MySQL Workbench, Data-Driven Decision-Making, Exploratory Data Analysis, MySQL, Business Analytics, Data Analysis, SQL, Analytical Skills, Database Management, Technical Communication, Relational Databases"
278,270,Data Structures,Coursera,Computer Science,Intermediate,"Data Structures, Algorithms, Data Storage, Programming Principles, Graph Theory, Computer Programming, C++ (Programming Language), Java, Theoretical Computer Science, Debugging","Title: Data Structures | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: University of California San Diego | Learning Product: Course | Skills: Data Structures, Algorithms, Data Storage, Programming Principles, Graph Theory, Computer Programming, C++ (Programming Language), Java, Theoretical Computer Science, Debugging"
279,271,Single Page Web Applications with AngularJS,Coursera,Computer Science,Intermediate,"JavaScript Frameworks, Unit Testing, Ajax, Cloud Applications, Web Applications, Front-End Web Development, Javascript, Model View Controller, Software Architecture, UI Components","Title: Single Page Web Applications with AngularJS | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: Johns Hopkins University | Learning Product: Course | Skills: JavaScript Frameworks, Unit Testing, Ajax, Cloud Applications, Web Applications, Front-End Web Development, Javascript, Model View Controller, Software Architecture, UI Components"
280,272,Programming Fundamentals in Kotlin,Coursera,Computer Science,Beginner,"Kotlin, Object Oriented Programming (OOP), Programming Principles, Android Development, Data Structures, Computer Programming, Mobile Development, Debugging","Title: Programming Fundamentals in Kotlin | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: Meta | Learning Product: Course | Skills: Kotlin, Object Oriented Programming (OOP), Programming Principles, Android Development, Data Structures, Computer Programming, Mobile Development, Debugging"
281,273,Excel Modeling for Professionals: Best Practices & Pitfalls,Coursera,Business,Intermediate,"Global Marketing, International Finance, Intercultural Competence, Organizational Structure, Business, Small Business Accounting, Business Management, Market Analysis, Economics, Workforce Management, Cultural Diversity, Entrepreneurship, Market Dynamics","Title: Excel Modeling for Professionals: Best Practices & Pitfalls | Platform: Coursera | Category: Business | Level: Intermediate | Instructor: Erasmus University Rotterdam | Learning Product: Course | Skills: Global Marketing, International Finance, Intercultural Competence, Organizational Structure, Business, Small Business Accounting, Business Management, Market Analysis, Economics, Workforce Management, Cultural Diversity, Entrepreneurship, Market Dynamics"
282,274,Perplexity.AI for Beginners: AI-Powered Search,Coursera,Data Science,Beginner,"Artificial Intelligence, Information Architecture, Generative AI, Data Collection, Text Mining, File Management, Unstructured Data","Title: Perplexity.AI for Beginners: AI-Powered Search | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: Coursera Project Network | Learning Product: Guided Project | Skills: Artificial Intelligence, Information Architecture, Generative AI, Data Collection, Text Mining, File Management, Unstructured Data"
283,275,Fundamentals of Level Design with Unreal Engine,Coursera,Computer Science,Beginner,"Software Design Documents, Virtual Environment, Conceptual Design, Interactive Design, Prototyping, Software Engineering Tools, Design Elements And Principles, User Flows, Visualization (Computer Graphics), Creativity","Title: Fundamentals of Level Design with Unreal Engine | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: Epic Games | Learning Product: Course | Skills: Software Design Documents, Virtual Environment, Conceptual Design, Interactive Design, Prototyping, Software Engineering Tools, Design Elements And Principles, User Flows, Visualization (Computer Graphics), Creativity"
284,276,Practical SAS Programming and Certification Review,Coursera,Data Science,Intermediate,"SAS (Software), Data Import/Export, Statistical Analysis, Data Analysis, Statistical Programming, Data Manipulation, Data Transformation, Data Access, Debugging","Title: Practical SAS Programming and Certification Review | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: SAS | Learning Product: Course | Skills: SAS (Software), Data Import/Export, Statistical Analysis, Data Analysis, Statistical Programming, Data Manipulation, Data Transformation, Data Access, Debugging"
