course_id,title,platform,category,instructor,learning_product,level,duration,skills,rating,reviews,data_source,url,title_norm,rating_known,rating_clean,duplicate_title_platform,duplicate_title_platform_level,canonical_key,canonical_course_id,course_text,source_course_ids,source_row_count
248,Doing More with SAS Programming,Coursera,Data Science | Information Technology,SAS,Course,Intermediate,1 - 3 Months,"SAS (Software), Data Manipulation, Data Transformation, Data Processing, Data Integration, Statistical Programming, Data Analysis, Data Presentation, Debugging",4.7,282.0,Curated,,doing more with sas programming,True,4.7,True,True,doing more with sas programming||coursera,244,"Title: Doing More with SAS Programming | Platform: Coursera | Category: Data Science | Information Technology | Level: Intermediate | Instructor: SAS | Learning Product: Course | Skills: SAS (Software), Data Manipulation, Data Transformation, Data Processing, Data Integration, Statistical Programming, Data Analysis, Data Presentation, Debugging","248,489",2
249,Building and Training Neural Networks with PyTorch,Coursera,Computer Science,Packt,Course,Intermediate,1 - 3 Months,"PyTorch (Machine Learning Library), Artificial Neural Networks, Image Analysis, Deep Learning, Computer Vision, Classification And Regression Tree (CART), Predictive Modeling, Applied Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Machine Learning, Data Processing, Algorithms",4.4,41.0,Curated,,building and training neural networks with pytorch,True,4.4,False,False,building and training neural networks with pytorch||coursera,245,"Title: Building and Training Neural Networks with PyTorch | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: Packt | Learning Product: Course | Skills: PyTorch (Machine Learning Library), Artificial Neural Networks, Image Analysis, Deep Learning, Computer Vision, Classification And Regression Tree (CART), Predictive Modeling, Applied Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Machine Learning, Data Processing, Algorithms",249,1
250,Introduction to C++ Programming and Unreal,Coursera,Computer Science,University of Colorado System,Course,Intermediate,1 - 4 Weeks,"Object Oriented Programming (OOP), C++ (Programming Language), Debugging, Computer Programming, Computer Programming Tools, Integrated Development Environments, Software Documentation, Virtual Environment, Data Storage, Scripting",4.5,46.0,Curated,,introduction to c programming and unreal,True,4.5,False,False,introduction to c programming and unreal||coursera,246,"Title: Introduction to C++ Programming and Unreal | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: University of Colorado System | Learning Product: Course | Skills: Object Oriented Programming (OOP), C++ (Programming Language), Debugging, Computer Programming, Computer Programming Tools, Integrated Development Environments, Software Documentation, Virtual Environment, Data Storage, Scripting",250,1
251,Excel/VBA for Creative Problem Solving,Coursera,Computer Science,University of Colorado Boulder,Specialization,Beginner,3 - 6 Months,"Excel Macros, Peer Review, Visual Basic (Programming Language), Programming Principles, Data Import/Export, Microsoft Excel, Computer Programming, Project Design, Spreadsheet Software, Simulations, Automation, Algorithms, UI Components, Debugging, Data Management, User Interface (UI), Data Cleansing, Data Validation",4.8,4700.0,Curated,,excel vba for creative problem solving,True,4.8,False,False,excel vba for creative problem solving||coursera,247,"Title: Excel/VBA for Creative Problem Solving | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: University of Colorado Boulder | Learning Product: Specialization | Skills: Excel Macros, Peer Review, Visual Basic (Programming Language), Programming Principles, Data Import/Export, Microsoft Excel, Computer Programming, Project Design, Spreadsheet Software, Simulations, Automation, Algorithms, UI Components, Debugging, Data Management, User Interface (UI), Data Cleansing, Data Validation",251,1
253,Applying Data Analytics in Finance,Coursera,Business,University of Illinois Urbana-Champaign,Course,Intermediate,1 - 3 Months,"Competitive Analysis, Value Propositions, Target Market, Product Improvement, Product Management, User Experience, Product Development, Product Strategy, New Product Development, Agile Product Development, Market Analysis, User Feedback, Product Testing, Customer Insights, Needs Assessment",4.7,960.0,Curated,,applying data analytics in finance,True,4.7,False,False,applying data analytics in finance||coursera,248,"Title: Applying Data Analytics in Finance | Platform: Coursera | Category: Business | Level: Intermediate | Instructor: University of Illinois Urbana-Champaign | Learning Product: Course | Skills: Competitive Analysis, Value Propositions, Target Market, Product Improvement, Product Management, User Experience, Product Development, Product Strategy, New Product Development, Agile Product Development, Market Analysis, User Feedback, Product Testing, Customer Insights, Needs Assessment",253,1
254,Organizational Leadership,Coursera,Business,Northwestern University,Specialization,Intermediate,3 - 6 Months,"Influencing, Persuasive Communication, Design Thinking, Data-Driven Decision-Making, Leadership, Strategic Communication, Innovation, Collaboration, Business Leadership, Crisis Management, Negotiation, Organizational Leadership, Ideation, Team Leadership, Resource Allocation, Human Centered Design, Strategic Leadership, Corporate Communications, Marketing Analytics, Data Science",4.9,10000.0,Curated,,organizational leadership,True,4.9,False,False,organizational leadership||coursera,249,"Title: Organizational Leadership | Platform: Coursera | Category: Business | Level: Intermediate | Instructor: Northwestern University | Learning Product: Specialization | Skills: Influencing, Persuasive Communication, Design Thinking, Data-Driven Decision-Making, Leadership, Strategic Communication, Innovation, Collaboration, Business Leadership, Crisis Management, Negotiation, Organizational Leadership, Ideation, Team Leadership, Resource Allocation, Human Centered Design, Strategic Leadership, Corporate Communications, Marketing Analytics, Data Science",254,1
256,Python Data Structures,Coursera,Computer Science,University of Michigan,Course,Beginner,1 - 3 Months,"Data Structures, Python Programming, Data Manipulation, Development Environment, File Management, Data Analysis, Computer Programming, Software Installation",4.9,96000.0,Curated,,python data structures,True,4.9,False,False,python data structures||coursera,250,"Title: Python Data Structures | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: University of Michigan | Learning Product: Course | Skills: Data Structures, Python Programming, Data Manipulation, Development Environment, File Management, Data Analysis, Computer Programming, Software Installation",256,1
257,Mastering Software Development in R,Coursera,Data Science,Johns Hopkins University,Specialization,Beginner,3 - 6 Months,"Ggplot2, Software Documentation, Open Source Technology, Tidyverse (R Package), Package and Software Management, Web Scraping, Data Manipulation, Data Visualization Software, Leaflet (Software), R Programming, Data Visualization, Datamaps, Data Cleansing, Interactive Data Visualization, Scatter Plots, Object Oriented Programming (OOP), GitHub, Version Control, Debugging, Functional Design",4.4,158.0,Curated,,mastering software development in r,True,4.4,False,False,mastering software development in r||coursera,251,"Title: Mastering Software Development in R | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: Johns Hopkins University | Learning Product: Specialization | Skills: Ggplot2, Software Documentation, Open Source Technology, Tidyverse (R Package), Package and Software Management, Web Scraping, Data Manipulation, Data Visualization Software, Leaflet (Software), R Programming, Data Visualization, Datamaps, Data Cleansing, Interactive Data Visualization, Scatter Plots, Object Oriented Programming (OOP), GitHub, Version Control, Debugging, Functional Design",257,1
258,Data Analysis and Presentation Skills: the PwC Approach,Coursera,Business,PwC,Specialization,Beginner,3 - 6 Months,"Analytics, Business Analytics, Data Analysis, Microsoft PowerPoint, Data Presentation, Presentations, Excel Formulas, Data-Driven Decision-Making, Dashboard, Data Storytelling, Business Intelligence, Microsoft Excel, Customer Analysis, Data Visualization, Data Visualization Software, Big Data, Target Market, Data Cleansing, Public Speaking, Spreadsheet Software",4.7,20000.0,Curated,,data analysis and presentation skills the pwc approach,True,4.7,False,False,data analysis and presentation skills the pwc approach||coursera,252,"Title: Data Analysis and Presentation Skills: the PwC Approach | Platform: Coursera | Category: Business | Level: Beginner | Instructor: PwC | Learning Product: Specialization | Skills: Analytics, Business Analytics, Data Analysis, Microsoft PowerPoint, Data Presentation, Presentations, Excel Formulas, Data-Driven Decision-Making, Dashboard, Data Storytelling, Business Intelligence, Microsoft Excel, Customer Analysis, Data Visualization, Data Visualization Software, Big Data, Target Market, Data Cleansing, Public Speaking, Spreadsheet Software",258,1
259,Why Smart Executives Fail: Common Mistakes & Warning Signs,Coursera,Business,Dartmouth College,Course,Beginner,1 - 4 Weeks,"Labor Law, Workers Compensation, Labor Relations, Labor Compliance, Employee Retirement Income Security Act, Benefits Administration, Regulation and Legal Compliance",4.9,835.0,Curated,,why smart executives fail common mistakes warning signs,True,4.9,False,False,why smart executives fail common mistakes warning signs||coursera,253,"Title: Why Smart Executives Fail: Common Mistakes & Warning Signs | Platform: Coursera | Category: Business | Level: Beginner | Instructor: Dartmouth College | Learning Product: Course | Skills: Labor Law, Workers Compensation, Labor Relations, Labor Compliance, Employee Retirement Income Security Act, Benefits Administration, Regulation and Legal Compliance",259,1
260,Advanced Machine Learning Algorithms,Coursera,Data Science,Fractal Analytics,Course,Beginner,1 - 3 Months,"Feature Engineering, Machine Learning Algorithms, Random Forest Algorithm, Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning, Classification And Regression Tree (CART), Supervised Learning, Predictive Modeling, Decision Tree Learning, Performance Tuning, Regression Analysis",4.8,10.0,Curated,,advanced machine learning algorithms,True,4.8,False,False,advanced machine learning algorithms||coursera,254,"Title: Advanced Machine Learning Algorithms | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: Fractal Analytics | Learning Product: Course | Skills: Feature Engineering, Machine Learning Algorithms, Random Forest Algorithm, Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning, Classification And Regression Tree (CART), Supervised Learning, Predictive Modeling, Decision Tree Learning, Performance Tuning, Regression Analysis",260,1
262,Google Advanced Data Analytics Capstone,Coursera,Data Science | Information Technology,Google,Course,Advanced,1 - 4 Weeks,"Regression Analysis, Data Visualization, Statistical Analysis, Advanced Analytics, Data Analysis, Business Analytics, Data Science, Data-Driven Decision-Making, Predictive Modeling, Machine Learning, Interviewing Skills, Portfolio Management",4.8,1100.0,Curated,,google advanced data analytics capstone,True,4.8,True,True,google advanced data analytics capstone||coursera,255,"Title: Google Advanced Data Analytics Capstone | Platform: Coursera | Category: Data Science | Information Technology | Level: Advanced | Instructor: Google | Learning Product: Course | Skills: Regression Analysis, Data Visualization, Statistical Analysis, Advanced Analytics, Data Analysis, Business Analytics, Data Science, Data-Driven Decision-Making, Predictive Modeling, Machine Learning, Interviewing Skills, Portfolio Management","262,536",2
263,Probability and Statistics: To p or not to p?,Coursera,Data Science | Information Technology,University of London,Course,Beginner,1 - 3 Months,"Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics",4.4,2800.0,Curated,,probability and statistics to p or not to p,True,4.4,True,True,probability and statistics to p or not to p||coursera,256,"Title: Probability and Statistics: To p or not to p? | Platform: Coursera | Category: Data Science | Information Technology | Level: Beginner | Instructor: University of London | Learning Product: Course | Skills: Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics","263,269",2
264,Clinical Data Models and Data Quality Assessments,Coursera,Data Science,University of Colorado System,Course,Intermediate,1 - 3 Months,"Extract, Transform, Load, Data Modeling, Clinical Data Management, Database Design, Data Warehousing, Data Quality, Data Transformation, Data Integration, Relational Databases, SQL",4.4,16.0,Curated,,clinical data models and data quality assessments,True,4.4,False,False,clinical data models and data quality assessments||coursera,257,"Title: Clinical Data Models and Data Quality Assessments | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: University of Colorado System | Learning Product: Course | Skills: Extract, Transform, Load, Data Modeling, Clinical Data Management, Database Design, Data Warehousing, Data Quality, Data Transformation, Data Integration, Relational Databases, SQL",264,1
265,Plan a Successful Freelancing Business,Coursera,Business,California Institute of the Arts,Course,Beginner,1 - 3 Months,"Competitive Analysis, Business Planning, Business Strategy, Market Analysis, Market Opportunities, Value Propositions, Peer Review, Entrepreneurship, Business Research, Personal Integrity, Service Design, Goal Setting",4.7,227.0,Curated,,plan a successful freelancing business,True,4.7,False,False,plan a successful freelancing business||coursera,258,"Title: Plan a Successful Freelancing Business | Platform: Coursera | Category: Business | Level: Beginner | Instructor: California Institute of the Arts | Learning Product: Course | Skills: Competitive Analysis, Business Planning, Business Strategy, Market Analysis, Market Opportunities, Value Propositions, Peer Review, Entrepreneurship, Business Research, Personal Integrity, Service Design, Goal Setting",265,1
266,Compensation and Benefits,Coursera,Business,HRCI,Course,Beginner,1 - 4 Weeks,"Compensation and Benefits, Compensation Management, Job Evaluation, Compensation Strategy, Payroll, Payroll Processing, Benefits Administration, Human Resources, Human Resources Information System (HRIS), Employee Retention, Record Keeping",4.8,668.0,Curated,,compensation and benefits,True,4.8,False,False,compensation and benefits||coursera,259,"Title: Compensation and Benefits | Platform: Coursera | Category: Business | Level: Beginner | Instructor: HRCI | Learning Product: Course | Skills: Compensation and Benefits, Compensation Management, Job Evaluation, Compensation Strategy, Payroll, Payroll Processing, Benefits Administration, Human Resources, Human Resources Information System (HRIS), Employee Retention, Record Keeping",266,1
267,Leadership in 21st Century Organizations,Coursera,Business,Copenhagen Business School,Course,Mixed,3 - 6 Months,"Culture Transformation, Talent Management, Crisis Management, Innovation, Business Leadership, Leadership, Strategic Leadership, Organizational Change, Organizational Strategy, Ethical Standards And Conduct, Communication, Governance, Change Management, Decision Making",4.6,5500.0,Curated,,leadership in 21st century organizations,True,4.6,False,False,leadership in 21st century organizations||coursera,260,"Title: Leadership in 21st Century Organizations | Platform: Coursera | Category: Business | Level: Mixed | Instructor: Copenhagen Business School | Learning Product: Course | Skills: Culture Transformation, Talent Management, Crisis Management, Innovation, Business Leadership, Leadership, Strategic Leadership, Organizational Change, Organizational Strategy, Ethical Standards And Conduct, Communication, Governance, Change Management, Decision Making",267,1
268,Meta Social Media Marketing,Coursera,Business,Meta,Professional Certificate,Beginner,3 - 6 Months,"Social Media Content, Social Media Marketing, Social Media Management, Social Media, Marketing Analytics, Target Audience, Social Media Strategy, Instagram, Content Creation, Campaign Management, Marketing Effectiveness, Marketing, Performance Analysis, Key Performance Indicators (KPIs), Goal Setting, Advertising, Facebook, Performance Metric, Advertising Campaigns, Presentations",4.6,14000.0,Curated,,meta social media marketing,True,4.6,False,False,meta social media marketing||coursera,261,"Title: Meta Social Media Marketing | Platform: Coursera | Category: Business | Level: Beginner | Instructor: Meta | Learning Product: Professional Certificate | Skills: Social Media Content, Social Media Marketing, Social Media Management, Social Media, Marketing Analytics, Target Audience, Social Media Strategy, Instagram, Content Creation, Campaign Management, Marketing Effectiveness, Marketing, Performance Analysis, Key Performance Indicators (KPIs), Goal Setting, Advertising, Facebook, Performance Metric, Advertising Campaigns, Presentations",268,1
270,Responsible AI - Principles and Ethical Considerations,Coursera,Data Science,Fractal Analytics,Course,Intermediate,1 - 3 Months,"Data Ethics, Artificial Intelligence, Ethical Standards And Conduct, Information Privacy, Personally Identifiable Information, Data Governance, Data Security, Governance, Data Integrity, Data-Driven Decision-Making, Accountability, Diversity Awareness, Machine Learning, Data Analysis, Algorithms",5.0,30.0,Curated,,responsible ai principles and ethical considerations,True,5.0,False,False,responsible ai principles and ethical considerations||coursera,262,"Title: Responsible AI - Principles and Ethical Considerations | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: Fractal Analytics | Learning Product: Course | Skills: Data Ethics, Artificial Intelligence, Ethical Standards And Conduct, Information Privacy, Personally Identifiable Information, Data Governance, Data Security, Governance, Data Integrity, Data-Driven Decision-Making, Accountability, Diversity Awareness, Machine Learning, Data Analysis, Algorithms",270,1
271,Introduction to Predictive Modeling,Coursera,Data Science,University of Minnesota,Course,Mixed,1 - 4 Weeks,"Time Series Analysis and Forecasting, Predictive Modeling, Regression Analysis, Microsoft Excel, Forecasting, Pivot Tables And Charts, Data Transformation, Data Cleansing, Statistical Methods, Business Analytics",5.0,23.0,Curated,,introduction to predictive modeling,True,5.0,False,False,introduction to predictive modeling||coursera,263,"Title: Introduction to Predictive Modeling | Platform: Coursera | Category: Data Science | Level: Mixed | Instructor: University of Minnesota | Learning Product: Course | Skills: Time Series Analysis and Forecasting, Predictive Modeling, Regression Analysis, Microsoft Excel, Forecasting, Pivot Tables And Charts, Data Transformation, Data Cleansing, Statistical Methods, Business Analytics",271,1
272,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,Coursera,Business,HEC Paris,Course,Intermediate,1 - 4 Weeks,"Investment Management, Portfolio Management, Investments, Asset Management, Financial Market, Finance, Risk Management, Financial Regulation, Performance Analysis, Risk Analysis, Microsoft Excel",4.5,2600.0,Curated,,investment management in an evolving and volatile world by hec paris and axa investment managers,True,4.5,False,False,investment management in an evolving and volatile world by hec paris and axa investment managers||coursera,264,"Title: Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers | Platform: Coursera | Category: Business | Level: Intermediate | Instructor: HEC Paris | Learning Product: Course | Skills: Investment Management, Portfolio Management, Investments, Asset Management, Financial Market, Finance, Risk Management, Financial Regulation, Performance Analysis, Risk Analysis, Microsoft Excel",272,1
273,Applied Text Mining in Python,Coursera,Data Science,University of Michigan,Course,Intermediate,1 - 4 Weeks,"Text Mining, Natural Language Processing, Data Processing, Unstructured Data, Feature Engineering, Data Manipulation, Data Cleansing, Python Programming, Unsupervised Learning, Machine Learning Algorithms, Supervised Learning",4.6,116.0,Curated,,applied text mining in python,True,4.6,False,False,applied text mining in python||coursera,265,"Title: Applied Text Mining in Python | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: University of Michigan | Learning Product: Course | Skills: Text Mining, Natural Language Processing, Data Processing, Unstructured Data, Feature Engineering, Data Manipulation, Data Cleansing, Python Programming, Unsupervised Learning, Machine Learning Algorithms, Supervised Learning",273,1
274,Overview of Data Visualization,Coursera,Data Science,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Data Presentation, Data Synthesis, Data Storytelling, Data Visualization Software, Google Sheets, Graphing",4.2,324.0,Curated,,overview of data visualization,True,4.2,False,False,overview of data visualization||coursera,266,"Title: Overview of Data Visualization | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: Coursera Project Network | Learning Product: Guided Project | Skills: Data Presentation, Data Synthesis, Data Storytelling, Data Visualization Software, Google Sheets, Graphing",274,1
275,Career Success,Coursera,Business,"University of California, Irvine",Specialization,Beginner,3 - 6 Months,"Time Management, Business Writing, Goal Setting, Negotiation, Cash Management, Business Planning, Planning, Project Controls, Feasibility Studies, Delegation Skills, Peer Review, Team Leadership, Business Correspondence, Creative Problem-Solving, Problem Solving, Professional Networking, Financial Analysis, Communication Strategies, Communication, Emotional Intelligence",4.7,8300.0,Curated,,career success,True,4.7,False,False,career success||coursera,267,"Title: Career Success | Platform: Coursera | Category: Business | Level: Beginner | Instructor: University of California, Irvine | Learning Product: Specialization | Skills: Time Management, Business Writing, Goal Setting, Negotiation, Cash Management, Business Planning, Planning, Project Controls, Feasibility Studies, Delegation Skills, Peer Review, Team Leadership, Business Correspondence, Creative Problem-Solving, Problem Solving, Professional Networking, Financial Analysis, Communication Strategies, Communication, Emotional Intelligence",275,1
276,"Foundations: Data, Data, Everywhere",Coursera,Data Science | Information Technology,Google,Course,Beginner,1 - 4 Weeks,"Data Ethics, Data Analysis, Analytics, Data-Driven Decision-Making, Google Sheets, Business Analytics, Spreadsheet Software, Analytical Skills, Data Sharing, Data Cleansing, Data Processing, Data Strategy, Data Visualization Software, SQL",4.8,112000.0,Curated,,foundations data data everywhere,True,4.8,True,True,foundations data data everywhere||coursera,268,"Title: Foundations: Data, Data, Everywhere | Platform: Coursera | Category: Data Science | Information Technology | Level: Beginner | Instructor: Google | Learning Product: Course | Skills: Data Ethics, Data Analysis, Analytics, Data-Driven Decision-Making, Google Sheets, Business Analytics, Spreadsheet Software, Analytical Skills, Data Sharing, Data Cleansing, Data Processing, Data Strategy, Data Visualization Software, SQL","276,715",2
277,Analyze Data in a Model Car Database with MySQL Workbench,Coursera,Data Science,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"MySQL Workbench, Data-Driven Decision-Making, Exploratory Data Analysis, MySQL, Business Analytics, Data Analysis, SQL, Analytical Skills, Database Management, Technical Communication, Relational Databases",4.5,6.0,Curated,,analyze data in a model car database with mysql workbench,True,4.5,False,False,analyze data in a model car database with mysql workbench||coursera,269,"Title: Analyze Data in a Model Car Database with MySQL Workbench | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: Coursera Project Network | Learning Product: Guided Project | Skills: MySQL Workbench, Data-Driven Decision-Making, Exploratory Data Analysis, MySQL, Business Analytics, Data Analysis, SQL, Analytical Skills, Database Management, Technical Communication, Relational Databases",277,1
278,Data Structures,Coursera,Computer Science,University of California San Diego,Course,Intermediate,1 - 3 Months,"Data Structures, Algorithms, Data Storage, Programming Principles, Graph Theory, Computer Programming, C++ (Programming Language), Java, Theoretical Computer Science, Debugging",4.5,280.0,Curated,,data structures,True,4.5,False,False,data structures||coursera,270,"Title: Data Structures | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: University of California San Diego | Learning Product: Course | Skills: Data Structures, Algorithms, Data Storage, Programming Principles, Graph Theory, Computer Programming, C++ (Programming Language), Java, Theoretical Computer Science, Debugging",278,1
279,Single Page Web Applications with AngularJS,Coursera,Computer Science,Johns Hopkins University,Course,Intermediate,1 - 3 Months,"JavaScript Frameworks, Unit Testing, Ajax, Cloud Applications, Web Applications, Front-End Web Development, Javascript, Model View Controller, Software Architecture, UI Components",4.7,1000.0,Curated,,single page web applications with angularjs,True,4.7,False,False,single page web applications with angularjs||coursera,271,"Title: Single Page Web Applications with AngularJS | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: Johns Hopkins University | Learning Product: Course | Skills: JavaScript Frameworks, Unit Testing, Ajax, Cloud Applications, Web Applications, Front-End Web Development, Javascript, Model View Controller, Software Architecture, UI Components",279,1
280,Programming Fundamentals in Kotlin,Coursera,Computer Science,Meta,Course,Beginner,1 - 4 Weeks,"Kotlin, Object Oriented Programming (OOP), Programming Principles, Android Development, Data Structures, Computer Programming, Mobile Development, Debugging",3.7,17.0,Curated,,programming fundamentals in kotlin,True,3.7,False,False,programming fundamentals in kotlin||coursera,272,"Title: Programming Fundamentals in Kotlin | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: Meta | Learning Product: Course | Skills: Kotlin, Object Oriented Programming (OOP), Programming Principles, Android Development, Data Structures, Computer Programming, Mobile Development, Debugging",280,1
281,Excel Modeling for Professionals: Best Practices & Pitfalls,Coursera,Business,Erasmus University Rotterdam,Course,Intermediate,1 - 4 Weeks,"Global Marketing, International Finance, Intercultural Competence, Organizational Structure, Business, Small Business Accounting, Business Management, Market Analysis, Economics, Workforce Management, Cultural Diversity, Entrepreneurship, Market Dynamics",4.1,88.0,Curated,,excel modeling for professionals best practices pitfalls,True,4.1,False,False,excel modeling for professionals best practices pitfalls||coursera,273,"Title: Excel Modeling for Professionals: Best Practices & Pitfalls | Platform: Coursera | Category: Business | Level: Intermediate | Instructor: Erasmus University Rotterdam | Learning Product: Course | Skills: Global Marketing, International Finance, Intercultural Competence, Organizational Structure, Business, Small Business Accounting, Business Management, Market Analysis, Economics, Workforce Management, Cultural Diversity, Entrepreneurship, Market Dynamics",281,1
282,Perplexity.AI for Beginners: AI-Powered Search,Coursera,Data Science,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Artificial Intelligence, Information Architecture, Generative AI, Data Collection, Text Mining, File Management, Unstructured Data",4.8,5200.0,Curated,,perplexity ai for beginners ai powered search,True,4.8,False,False,perplexity ai for beginners ai powered search||coursera,274,"Title: Perplexity.AI for Beginners: AI-Powered Search | Platform: Coursera | Category: Data Science | Level: Beginner | Instructor: Coursera Project Network | Learning Product: Guided Project | Skills: Artificial Intelligence, Information Architecture, Generative AI, Data Collection, Text Mining, File Management, Unstructured Data",282,1
283,Fundamentals of Level Design with Unreal Engine,Coursera,Computer Science,Epic Games,Course,Beginner,1 - 4 Weeks,"Software Design Documents, Virtual Environment, Conceptual Design, Interactive Design, Prototyping, Software Engineering Tools, Design Elements And Principles, User Flows, Visualization (Computer Graphics), Creativity",4.6,171.0,Curated,,fundamentals of level design with unreal engine,True,4.6,False,False,fundamentals of level design with unreal engine||coursera,275,"Title: Fundamentals of Level Design with Unreal Engine | Platform: Coursera | Category: Computer Science | Level: Beginner | Instructor: Epic Games | Learning Product: Course | Skills: Software Design Documents, Virtual Environment, Conceptual Design, Interactive Design, Prototyping, Software Engineering Tools, Design Elements And Principles, User Flows, Visualization (Computer Graphics), Creativity",283,1
284,Practical SAS Programming and Certification Review,Coursera,Data Science,SAS,Course,Intermediate,1 - 3 Months,"SAS (Software), Data Import/Export, Statistical Analysis, Data Analysis, Statistical Programming, Data Manipulation, Data Transformation, Data Access, Debugging",4.9,9.0,Curated,,practical sas programming and certification review,True,4.9,False,False,practical sas programming and certification review||coursera,276,"Title: Practical SAS Programming and Certification Review | Platform: Coursera | Category: Data Science | Level: Intermediate | Instructor: SAS | Learning Product: Course | Skills: SAS (Software), Data Import/Export, Statistical Analysis, Data Analysis, Statistical Programming, Data Manipulation, Data Transformation, Data Access, Debugging",284,1
285,Desenvolvimento Ágil com Padrões de Projeto,Coursera,Computer Science,Instituto Tecnológico de Aeronáutica,Course,Intermediate,1 - 4 Weeks,"Object Oriented Programming (OOP), Software Design Patterns, Java, Maintainability, Software Design, Agile Software Development, Data Structures, Test Driven Development (TDD)",4.8,446.0,Curated,,desenvolvimento ágil com padrões de projeto,True,4.8,False,False,desenvolvimento ágil com padrões de projeto||coursera,277,"Title: Desenvolvimento Ágil com Padrões de Projeto | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: Instituto Tecnológico de Aeronáutica | Learning Product: Course | Skills: Object Oriented Programming (OOP), Software Design Patterns, Java, Maintainability, Software Design, Agile Software Development, Data Structures, Test Driven Development (TDD)",285,1
286,Web Application Technologies and Django,Coursera,Computer Science,University of Michigan,Course,Intermediate,1 - 3 Months,"Django (Web Framework), HTML and CSS, Model View Controller, Hypertext Markup Language (HTML), Application Deployment, Web Applications, Back-End Web Development, Web Servers, SQL, Databases, Network Protocols, Python Programming",4.5,114.0,Curated,,web application technologies and django,True,4.5,False,False,web application technologies and django||coursera,278,"Title: Web Application Technologies and Django | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: University of Michigan | Learning Product: Course | Skills: Django (Web Framework), HTML and CSS, Model View Controller, Hypertext Markup Language (HTML), Application Deployment, Web Applications, Back-End Web Development, Web Servers, SQL, Databases, Network Protocols, Python Programming",286,1
287,Introduction to Medical Software,Coursera,Computer Science,Yale University,Course,Intermediate,3 - 6 Months,"Clinical Trials, Software Development Life Cycle, Usability, Human Computer Interaction, Regulatory Affairs, Quality Management Systems, Risk Management, Software Design, Healthcare Industry Knowledge, Medical Records, Regulatory Compliance, Entrepreneurship, Artificial Intelligence and Machine Learning (AI/ML), Cybersecurity, System Requirements",4.8,244.0,Curated,,introduction to medical software,True,4.8,False,False,introduction to medical software||coursera,279,"Title: Introduction to Medical Software | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: Yale University | Learning Product: Course | Skills: Clinical Trials, Software Development Life Cycle, Usability, Human Computer Interaction, Regulatory Affairs, Quality Management Systems, Risk Management, Software Design, Healthcare Industry Knowledge, Medical Records, Regulatory Compliance, Entrepreneurship, Artificial Intelligence and Machine Learning (AI/ML), Cybersecurity, System Requirements",287,1
288,Cryptographic Hash and Integrity Protection,Coursera,Computer Science,University of Colorado System,Course,Intermediate,1 - 4 Weeks,"Cryptography, Data Integrity, Encryption, Authentications, Information Assurance, Data Security, Public Key Cryptography Standards (PKCS)",3.9,27.0,Curated,,cryptographic hash and integrity protection,True,3.9,False,False,cryptographic hash and integrity protection||coursera,280,"Title: Cryptographic Hash and Integrity Protection | Platform: Coursera | Category: Computer Science | Level: Intermediate | Instructor: University of Colorado System | Learning Product: Course | Skills: Cryptography, Data Integrity, Encryption, Authentications, Information Assurance, Data Security, Public Key Cryptography Standards (PKCS)",288,1
